hand_side,orientation,index_angle,middle_angle,ring_angle,thumb_index_distance,ball_thumb_distance,ball_index_distance,ball_middle_distance,ball_ring_distance,wrist_angle,label
RIGHT,BACK,150.66,175.75,30.24,0.615,0.2037,0.4113,0.5912,0.5481,89.39,knuckle_ball
RIGHT,BACK,150.21,179.31,41.15,0.6555,0.1972,0.4591,0.6303,0.541,89.18,knuckle_ball
RIGHT,BACK,152.25,179.43,35.12,0.6001,0.1166,0.4853,0.6064,0.4892,89.31,knuckle_ball
RIGHT,BACK,133.9,178.71,28.29,0.5559,0.1765,0.4243,0.7025,0.6432,78.97,knuckle_ball
RIGHT,BACK,128.79,178.71,23.94,0.5443,0.1786,0.3964,0.6924,0.6229,78.89,knuckle_ball
RIGHT,BACK,123.87,113.02,42.53,0.6198,0.2213,0.3989,0.3543,0.6585,88.19,knuckle_ball
RIGHT,BACK,119.29,82.79,37.22,0.6529,0.2959,0.3687,0.2438,0.6631,88.48,knuckle_ball
RIGHT,BACK,137.83,116.07,30.0,0.6703,0.1961,0.4755,0.3714,0.6492,80.87,knuckle_ball
RIGHT,BACK,147.57,112.68,31.7,0.7187,0.1915,0.5307,0.3284,0.6303,81.51,knuckle_ball
RIGHT,BACK,151.62,120.26,30.46,0.7577,0.1846,0.5744,0.3483,0.6094,81.5,knuckle_ball
RIGHT,BACK,135.85,90.56,31.81,0.6427,0.1989,0.4439,0.2834,0.6332,82.61,knuckle_ball
RIGHT,BACK,130.12,105.38,29.73,0.5921,0.1631,0.43,0.2986,0.6184,82.21,knuckle_ball
RIGHT,BACK,153.77,131.64,26.15,0.7476,0.1958,0.6345,0.4167,0.692,80.6,knuckle_ball
RIGHT,BACK,125.46,124.85,17.53,0.6461,0.3314,0.3549,0.2396,0.7103,77.37,knuckle_ball
RIGHT,BACK,122.91,115.39,17.6,0.6257,0.3392,0.3362,0.2361,0.695,77.92,knuckle_ball
RIGHT,BACK,126.19,121.58,17.55,0.6978,0.3691,0.3715,0.2486,0.7239,77.76,knuckle_ball
RIGHT,BACK,123.5,114.48,16.08,0.6707,0.3773,0.3411,0.216,0.7087,78.58,knuckle_ball
RIGHT,BACK,147.42,131.69,118.14,0.7,0.4815,0.4647,0.5694,0.3529,65.86,knuckle_ball
RIGHT,BACK,146.06,133.21,116.08,0.664,0.4383,0.437,0.5693,0.3523,66.26,knuckle_ball
RIGHT,BACK,151.01,134.59,122.58,0.6902,0.4571,0.484,0.5621,0.3351,65.9,knuckle_ball
RIGHT,BACK,140.78,135.45,122.18,0.6214,0.3258,0.4377,0.6676,0.4482,66.74,knuckle_ball
RIGHT,BACK,140.69,136.14,121.77,0.6336,0.4711,0.3871,0.5692,0.3523,65.69,knuckle_ball
RIGHT,BACK,142.68,134.91,125.75,0.6388,0.4951,0.4293,0.5794,0.3403,65.02,knuckle_ball
RIGHT,BACK,151.3,134.17,120.18,0.7352,0.4082,0.5849,0.6787,0.4364,65.12,knuckle_ball
RIGHT,BACK,154.64,131.26,119.6,0.7816,0.5656,0.6163,0.5756,0.3378,64.73,knuckle_ball
RIGHT,BACK,146.13,133.36,124.3,0.7033,0.531,0.4793,0.5831,0.3231,64.95,knuckle_ball
RIGHT,BACK,145.61,133.47,116.74,0.6517,0.4521,0.459,0.5715,0.328,65.15,knuckle_ball
RIGHT,BACK,148.79,131.65,115.14,0.658,0.4277,0.4917,0.6023,0.3528,65.9,knuckle_ball
RIGHT,BACK,144.11,134.31,126.7,0.6831,0.5166,0.4349,0.5855,0.3885,64.44,knuckle_ball
RIGHT,BACK,146.02,155.4,35.25,0.7745,0.304,0.48,0.5129,0.6342,83.74,knuckle_ball
RIGHT,BACK,151.65,155.76,36.32,0.7925,0.3068,0.4967,0.4806,0.6339,83.69,knuckle_ball
RIGHT,BACK,148.74,146.72,34.98,0.7767,0.2832,0.5019,0.43,0.6321,83.86,knuckle_ball
RIGHT,BACK,144.53,147.22,35.92,0.749,0.2873,0.4718,0.4329,0.6303,83.84,knuckle_ball
RIGHT,BACK,153.52,145.09,54.05,0.7006,0.229,0.5579,0.431,0.6028,79.63,knuckle_ball
RIGHT,BACK,155.82,86.42,46.32,0.7175,0.2588,0.5934,0.083,0.6332,78.17,knuckle_ball
RIGHT,BACK,156.09,153.12,51.29,0.7361,0.1578,0.6407,0.5059,0.5739,79.71,knuckle_ball
RIGHT,BACK,160.71,154.39,50.06,0.7795,0.1404,0.7156,0.5217,0.5602,79.8,knuckle_ball
RIGHT,BACK,155.27,153.11,49.21,0.7572,0.247,0.6285,0.5197,0.582,79.81,knuckle_ball
